Iteracao,Tempo(ns),Nome_Livro,Paradigma,Quantidade_Threads
382,199503,DonQuixote-388208,Paralelo,4
383,203158,DonQuixote-388208,Paralelo,4
384,194435,DonQuixote-388208,Paralelo,4
385,218529,DonQuixote-388208,Paralelo,4
386,205720,DonQuixote-388208,Paralelo,4
387,198614,DonQuixote-388208,Paralelo,4
388,202234,DonQuixote-388208,Paralelo,4
389,236327,DonQuixote-388208,Paralelo,4
390,201999,DonQuixote-388208,Paralelo,4
391,192554,DonQuixote-388208,Paralelo,4
392,195487,DonQuixote-388208,Paralelo,4
393,203090,DonQuixote-388208,Paralelo,4
394,214601,DonQuixote-388208,Paralelo,4
395,208796,DonQuixote-388208,Paralelo,4
396,198093,DonQuixote-388208,Paralelo,4
397,207503,DonQuixote-388208,Paralelo,4
398,199618,DonQuixote-388208,Paralelo,4
399,202098,DonQuixote-388208,Paralelo,4
400,197161,DonQuixote-388208,Paralelo,4
401,205093,DonQuixote-388208,Paralelo,4
402,212046,DonQuixote-388208,Paralelo,4
403,198922,DonQuixote-388208,Paralelo,4
404,240130,DonQuixote-388208,Paralelo,4
405,204337,DonQuixote-388208,Paralelo,4
406,200641,DonQuixote-388208,Paralelo,4
407,201798,DonQuixote-388208,Paralelo,4
408,206279,DonQuixote-388208,Paralelo,4
409,199051,DonQuixote-388208,Paralelo,4
410,201864,DonQuixote-388208,Paralelo,4
411,193463,DonQuixote-388208,Paralelo,4
412,199920,DonQuixote-388208,Paralelo,4
413,233042,DonQuixote-388208,Paralelo,4
414,192542,DonQuixote-388208,Paralelo,4
415,223622,DonQuixote-388208,Paralelo,4
416,240811,DonQuixote-388208,Paralelo,4
417,398518,DonQuixote-388208,Paralelo,4
418,207219,DonQuixote-388208,Paralelo,4
419,205478,DonQuixote-388208,Paralelo,4
420,203927,DonQuixote-388208,Paralelo,4
421,240181,DonQuixote-388208,Paralelo,4
422,210809,DonQuixote-388208,Paralelo,4
423,207767,DonQuixote-388208,Paralelo,4
424,225748,DonQuixote-388208,Paralelo,4
425,209578,DonQuixote-388208,Paralelo,4
426,203619,DonQuixote-388208,Paralelo,4
427,213096,DonQuixote-388208,Paralelo,4
428,211297,DonQuixote-388208,Paralelo,4
429,203377,DonQuixote-388208,Paralelo,4
430,232690,DonQuixote-388208,Paralelo,4
431,214352,DonQuixote-388208,Paralelo,4
432,203480,DonQuixote-388208,Paralelo,4
433,201748,DonQuixote-388208,Paralelo,4
434,208206,DonQuixote-388208,Paralelo,4
435,212842,DonQuixote-388208,Paralelo,4
436,222322,DonQuixote-388208,Paralelo,4
437,195625,DonQuixote-388208,Paralelo,4
438,199185,DonQuixote-388208,Paralelo,4
439,204570,DonQuixote-388208,Paralelo,4
440,210782,DonQuixote-388208,Paralelo,4
441,202521,DonQuixote-388208,Paralelo,4
442,199499,DonQuixote-388208,Paralelo,4
443,200414,DonQuixote-388208,Paralelo,4
444,211770,DonQuixote-388208,Paralelo,4
445,197906,DonQuixote-388208,Paralelo,4
446,195591,DonQuixote-388208,Paralelo,4
