Iteracao,Tempo(ns),Nome,Paradigma,Quantidade_Threads
297,65385492,MobyDick-217452,Paralelo-GPU,4
298,64355082,MobyDick-217452,Paralelo-GPU,4
299,66602677,MobyDick-217452,Paralelo-GPU,4
300,65961289,MobyDick-217452,Paralelo-GPU,4
301,66512790,MobyDick-217452,Paralelo-GPU,4
302,74686937,MobyDick-217452,Paralelo-GPU,4
303,64506754,MobyDick-217452,Paralelo-GPU,4
304,63378259,MobyDick-217452,Paralelo-GPU,4
305,69697763,MobyDick-217452,Paralelo-GPU,4
306,71177530,MobyDick-217452,Paralelo-GPU,4
307,90249435,MobyDick-217452,Paralelo-GPU,4
308,83172485,MobyDick-217452,Paralelo-GPU,4
309,83004199,MobyDick-217452,Paralelo-GPU,4
310,77995264,MobyDick-217452,Paralelo-GPU,4
311,62568318,MobyDick-217452,Paralelo-GPU,4
312,66895760,MobyDick-217452,Paralelo-GPU,4
313,68078471,MobyDick-217452,Paralelo-GPU,4
314,65506761,MobyDick-217452,Paralelo-GPU,4
315,65811338,MobyDick-217452,Paralelo-GPU,4
316,71030333,MobyDick-217452,Paralelo-GPU,4
317,63632999,MobyDick-217452,Paralelo-GPU,4
318,72947508,MobyDick-217452,Paralelo-GPU,4
319,70226788,MobyDick-217452,Paralelo-GPU,4
320,65064074,MobyDick-217452,Paralelo-GPU,4
321,62549456,MobyDick-217452,Paralelo-GPU,4
322,64021932,MobyDick-217452,Paralelo-GPU,4
323,67451274,MobyDick-217452,Paralelo-GPU,4
324,63812663,MobyDick-217452,Paralelo-GPU,4
325,83932811,MobyDick-217452,Paralelo-GPU,4
326,73596284,MobyDick-217452,Paralelo-GPU,4
327,67500531,MobyDick-217452,Paralelo-GPU,4
328,62792953,MobyDick-217452,Paralelo-GPU,4
329,63082135,MobyDick-217452,Paralelo-GPU,4
330,67456158,MobyDick-217452,Paralelo-GPU,4
331,62529792,MobyDick-217452,Paralelo-GPU,4
332,62932792,MobyDick-217452,Paralelo-GPU,4
333,63396118,MobyDick-217452,Paralelo-GPU,4
334,75849020,MobyDick-217452,Paralelo-GPU,4
335,69562166,MobyDick-217452,Paralelo-GPU,4
336,72303560,MobyDick-217452,Paralelo-GPU,4
337,67784627,MobyDick-217452,Paralelo-GPU,4
338,72265326,MobyDick-217452,Paralelo-GPU,4
339,62222104,MobyDick-217452,Paralelo-GPU,4
340,67758507,MobyDick-217452,Paralelo-GPU,4
341,71343938,MobyDick-217452,Paralelo-GPU,4
342,67170482,MobyDick-217452,Paralelo-GPU,4
343,63084452,MobyDick-217452,Paralelo-GPU,4
344,66341696,MobyDick-217452,Paralelo-GPU,4
345,62861823,MobyDick-217452,Paralelo-GPU,4
346,63029534,MobyDick-217452,Paralelo-GPU,4
347,69242137,MobyDick-217452,Paralelo-GPU,4
348,65373511,MobyDick-217452,Paralelo-GPU,4
349,77962022,MobyDick-217452,Paralelo-GPU,4
350,77267548,MobyDick-217452,Paralelo-GPU,4
351,85368586,MobyDick-217452,Paralelo-GPU,4
352,76961324,MobyDick-217452,Paralelo-GPU,4
353,72572284,MobyDick-217452,Paralelo-GPU,4
354,69069861,MobyDick-217452,Paralelo-GPU,4
355,62921462,MobyDick-217452,Paralelo-GPU,4
356,70740540,MobyDick-217452,Paralelo-GPU,4
357,68282608,MobyDick-217452,Paralelo-GPU,4
358,64354600,MobyDick-217452,Paralelo-GPU,4
359,65681139,MobyDick-217452,Paralelo-GPU,4
360,70613331,MobyDick-217452,Paralelo-GPU,4
361,65822268,MobyDick-217452,Paralelo-GPU,4
362,89819352,MobyDick-217452,Paralelo-GPU,4
363,79358129,MobyDick-217452,Paralelo-GPU,4
364,69176188,MobyDick-217452,Paralelo-GPU,4
365,68947088,MobyDick-217452,Paralelo-GPU,4
366,57464559,MobyDick-217452,Paralelo-GPU,4
367,63405392,MobyDick-217452,Paralelo-GPU,4
368,59191852,MobyDick-217452,Paralelo-GPU,4
369,65558252,MobyDick-217452,Paralelo-GPU,4
370,70380808,MobyDick-217452,Paralelo-GPU,4
371,94281056,MobyDick-217452,Paralelo-GPU,4
372,71050354,MobyDick-217452,Paralelo-GPU,4
373,68084486,MobyDick-217452,Paralelo-GPU,4
374,72318992,MobyDick-217452,Paralelo-GPU,4
375,69636354,MobyDick-217452,Paralelo-GPU,4
376,64665857,MobyDick-217452,Paralelo-GPU,4
377,65238488,MobyDick-217452,Paralelo-GPU,4
378,87146149,MobyDick-217452,Paralelo-GPU,4
379,81170353,MobyDick-217452,Paralelo-GPU,4
380,69908031,MobyDick-217452,Paralelo-GPU,4
381,75949265,MobyDick-217452,Paralelo-GPU,4
382,106973918,MobyDick-217452,Paralelo-GPU,4
383,65878102,MobyDick-217452,Paralelo-GPU,4
384,90198981,MobyDick-217452,Paralelo-GPU,4
385,78503542,MobyDick-217452,Paralelo-GPU,4
386,74524928,MobyDick-217452,Paralelo-GPU,4
387,69021070,MobyDick-217452,Paralelo-GPU,4
388,65525433,MobyDick-217452,Paralelo-GPU,4
389,63597668,MobyDick-217452,Paralelo-GPU,4
390,66740632,MobyDick-217452,Paralelo-GPU,4
391,76946172,MobyDick-217452,Paralelo-GPU,4
392,65296493,MobyDick-217452,Paralelo-GPU,4
393,64285415,MobyDick-217452,Paralelo-GPU,4
394,72749522,MobyDick-217452,Paralelo-GPU,4
395,71866652,MobyDick-217452,Paralelo-GPU,4
396,67650194,MobyDick-217452,Paralelo-GPU,4
397,65189307,MobyDick-217452,Paralelo-GPU,4
398,77869075,MobyDick-217452,Paralelo-GPU,4
399,63054096,MobyDick-217452,Paralelo-GPU,4
400,65136086,MobyDick-217452,Paralelo-GPU,4
401,65245201,MobyDick-217452,Paralelo-GPU,4
402,67244902,MobyDick-217452,Paralelo-GPU,4
403,65552595,MobyDick-217452,Paralelo-GPU,4
404,69944280,MobyDick-217452,Paralelo-GPU,4
405,63753695,MobyDick-217452,Paralelo-GPU,4
406,68951218,MobyDick-217452,Paralelo-GPU,4
407,64921652,MobyDick-217452,Paralelo-GPU,4
408,71958385,MobyDick-217452,Paralelo-GPU,4
409,64308627,MobyDick-217452,Paralelo-GPU,4
410,65590868,MobyDick-217452,Paralelo-GPU,4
411,74626798,MobyDick-217452,Paralelo-GPU,4
412,76327444,MobyDick-217452,Paralelo-GPU,4
413,68852094,MobyDick-217452,Paralelo-GPU,4
414,69810896,MobyDick-217452,Paralelo-GPU,4
415,68448939,MobyDick-217452,Paralelo-GPU,4
416,68702789,MobyDick-217452,Paralelo-GPU,4
417,74142134,MobyDick-217452,Paralelo-GPU,4
418,66822270,MobyDick-217452,Paralelo-GPU,4
419,64331550,MobyDick-217452,Paralelo-GPU,4
420,67700482,MobyDick-217452,Paralelo-GPU,4
421,75609370,MobyDick-217452,Paralelo-GPU,4
422,63817687,MobyDick-217452,Paralelo-GPU,4
423,73002739,MobyDick-217452,Paralelo-GPU,4
424,75603487,MobyDick-217452,Paralelo-GPU,4
425,85100598,MobyDick-217452,Paralelo-GPU,4
426,74355406,MobyDick-217452,Paralelo-GPU,4
427,75408984,MobyDick-217452,Paralelo-GPU,4
428,66336149,MobyDick-217452,Paralelo-GPU,4
429,64867935,MobyDick-217452,Paralelo-GPU,4
430,64144486,MobyDick-217452,Paralelo-GPU,4
431,70409810,MobyDick-217452,Paralelo-GPU,4
432,69345063,MobyDick-217452,Paralelo-GPU,4
433,65675731,MobyDick-217452,Paralelo-GPU,4
434,64097156,MobyDick-217452,Paralelo-GPU,4
435,78550067,MobyDick-217452,Paralelo-GPU,4
436,65856096,MobyDick-217452,Paralelo-GPU,4
437,77486207,MobyDick-217452,Paralelo-GPU,4
438,80085932,MobyDick-217452,Paralelo-GPU,4
439,65214165,MobyDick-217452,Paralelo-GPU,4
440,68563791,MobyDick-217452,Paralelo-GPU,4
441,64322661,MobyDick-217452,Paralelo-GPU,4
442,78004174,MobyDick-217452,Paralelo-GPU,4
443,71059182,MobyDick-217452,Paralelo-GPU,4
444,63614525,MobyDick-217452,Paralelo-GPU,4
445,64200371,MobyDick-217452,Paralelo-GPU,4
446,68500082,MobyDick-217452,Paralelo-GPU,4
447,65180322,MobyDick-217452,Paralelo-GPU,4
448,63819350,MobyDick-217452,Paralelo-GPU,4
449,74226526,MobyDick-217452,Paralelo-GPU,4
